id	title	description	link	image_link	additional_image_link	availability	price	sale_price	cost_of_goods_sold	brand	gtin	mpn	identifier_exists	product_type	product_weight	shipping_weight	google_product_category	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	condition	adult	age_group	gender	color	material	pattern	size	certification	item_group_id	unit_pricing_measure
BLA-JW-3-DARLA	Darla fekete fülbevaló	A fekete bedugós fülbevaló a minimalizmus legstílusosabb formája. Letisztult formája és mélyfekete színe egyszerre időtálló és modern. Tökéletes választás a hétköznapok stílusos kiegészítőjeként, de akár esti megjelenésed finom, mégis határozott eleme is lehet.Könnyed, mégis karakteres darab a nagyságának köszönhetően, amely bármilyen szettel harmonizál, a klasszikus fekete-fehér kombinációktól kezdve az élénkebb színekig. Ha olyan kiegészítőt keresel, ami nem harsány, de mindig elegáns: ez a fülbevaló telitalálat.Stílustipp: Viseld magas copffal vagy konttyal, hogy kiemelje az arcformádat és elegáns karakterét.	https://www.horandrashop.hu/darla-fekete-fulbevalo-817?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250608_122935.webp		in_stock	1500 HUF		610 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Ékszerek	Midnight Touch			New	No									
BLA-JW-7-NYX	Nyx fülbevaló	Ez a fekete lógós fülbevaló a klasszikus elegancia és modern minimalizmus találkozása. Letisztult vonalai és fekete, fehér és szürke színei miatt egyaránt illik elegáns estélyekhez és városi, laza megjelenéshez. A lógós fazon játékosságot és mozgást visz a megjelenésbe, miközben a fekete szín időtlen, kifinomult stílust kölcsönöz viselőjének.Viseld bármilyen fekete ruhával, vagy akár élénk színekkel kontrasztként,  garantáltan figyelemfelkeltő és stílusos kiegészítő.Stílustipp: Párosítsd fekete bőrdzsekivel vagy elegáns blézerrel, hogy még erőteljesebb legyen az összhatás! 	https://www.horandrashop.hu/nyx-fulbevalo-829?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250608_122250.webp		in_stock	1500 HUF		610 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Ékszerek	Midnight Touch			New	No									
BLA-JW-8-KORA	Kora fekete fülbevaló	Ez a fekete, hosszú fülbevaló modern, mégis természetes hatást kelt a bőrhatású anyagával. Mély, elegáns fekete árnyalata hűvös és nyugodt hangulatot áraszt, miközben a lógós forma játékosságot és mozgást visz a megjelenésbe. Tökéletes választás azoknak, akik a divatot a természetességgel és egy kis vagánysággal szeretnék ötvözni.A bőrhatású felület matt textúrája kontrasztot ad a fülbevaló dinamikus formájának, így könnyen beilleszthető akár hétköznapi, akár alkalmi szettekbe.Stílustipp: Párosítsd fehér vagy szürke ruhadarabokkal a friss, letisztult összhatásért!	https://www.horandrashop.hu/kora-sotetkek-fulbevalo-832?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250608_123033.webp		in_stock	2000 HUF		1016 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Ékszerek	Midnight Touch			New	No									
BE-JW-9-KORA	Kora krém színű fülbevaló	Ez a krém színű fülbevaló lágy, természetes eleganciát sugároz bőrhatású felületével. A meleg, semleges árnyalat tökéletes választás azoknak, akik szeretik a visszafogott, de mégis stílusos kiegészítőket. A lógós forma finoman mozog viselés közben, játékosságot és nőiességet kölcsönöz viselőjének.A matt, bőrhatású textúra kellemes tapintású, ugyanakkor vizuálisan is gazdagítja a megjelenést, így ez a fülbevaló jól illik mind hétköznapi, mind az alkalmi outfitekhez.Stílustipp: Viseld világos, pasztell vagy földszínű ruhákkal a harmonikus összhatásért!	https://www.horandrashop.hu/kora-szurke-fulbevalo-835?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250608_123149.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164802.webp	in_stock	2000 HUF	1880 HUF	1016 HUF				No	Kollekciók > Sandy Bloom				Kollekciók	Sandy Bloom	Ékszerek			New	No									
PIN-JW-10-RÓZI	Rózi karkötő	Gondoltam kedveskedek Nektek Anyukák, Keresztanyukák, Nagymamák, Nevelőanyukák, Pótanyukák és a kiválasztott ruháitok mellé megvásárolhatjátok ezt a cuki gyerek karkötőt is a Kislányoknak és/vagy magatoknak is. A karkötő átmérője: 5 cm, de nagyon rugalmas, az én csuklómra is jó.  	https://www.horandrashop.hu/rozi-gyerek-karkoto-838?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_174245.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_174151.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_174227.webp	in_stock	1500 HUF		406 HUF				No	Kollekciók > Sweet Rose				Kollekciók	Ékszerek	Sweet Rose			New	No									
BLA-SO-0000042-37	Braska szandál	Nagyon szép és kényelmes szandál, alapdarab , hiszen szinte mindenféle ruhához passzol! A fekete alapszínt egy ezüst csík dobja fel!	https://www.horandrashop.hu/braska-szandal-839?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_111059.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_111203.webp	in_stock	6990 HUF		3490 HUF				No	Kollekciók > Midnight Touch				Cipők	Midnight Touch				New	No			Fekete					BLA-SO-0000042-37	
BLA-SO-0000042-39	Braska szandál	Nagyon szép és kényelmes szandál, alapdarab , hiszen szinte mindenféle ruhához passzol! A fekete alapszínt egy ezüst csík dobja fel!	https://www.horandrashop.hu/braska-szandal-842?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_111059.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_111203.webp	in_stock	6990 HUF		3490 HUF				No	Kollekciók > Midnight Touch				Cipők	Midnight Touch				New	No			Fekete					BLA-SO-0000042-37	
BE-SO-0000043-39	Parla bézs masnis papucs	Nagyon csinos és cuki papucs, ami szinte minden ruhához remekül passzol!	https://www.horandrashop.hu/parla-bezs-masnis-papucs-845?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_10540612.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_105440.webp	in_stock	8990 HUF	8540 HUF	6392 HUF				No	Kollekciók > Sandy Bloom				Cipők	Sandy Bloom				New	No			Bézs					BE-SO-0000043-39	
LEO-SO-0000044-40	Lia leopárd mintás papucs	Nagyon csini leopárd mintás papucs strasszköves masnival. Viseld leopárd mintás felsővel és fekete nadrággal, vagy fekete overállal és leopárd mintás táskával. 	https://www.horandrashop.hu/lia-leopard-mintas-papucs-848?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_105635.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_105710.webp	in_stock	8990 HUF		6320 HUF				No	Kollekciók > Urban Jungle				Cipők	Urban Jungle				New	No			Leopárd					LEO-SO-0000044-40	
BLA-SO-0000045-37	Lua gyöngyös papucs	Imádjuk a gyöngyöket, és hogy ez a papucs minden ruhához megy, de tényleg! KÉnyelmes és extra csinos!	https://www.horandrashop.hu/lua-gyongyos-papucs-851?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110323.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110442.webp	in_stock	5990 HUF		3540 HUF				No	Kollekciók > Midnight Touch				Cipők	Midnight Touch				New	No			Fekete					BLA-SO-0000045-37	
BLA-SO-0000045-39	Lua gyöngyös papucs	Imádjuk a gyöngyöket, és hogy ez a papucs minden ruhához megy, de tényleg!	https://www.horandrashop.hu/lua-gyongyos-papucs-854?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110323.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110442.webp	in_stock	5990 HUF		3540 HUF				No	Kollekciók > Midnight Touch				Cipők	Midnight Touch				New	No			Fekete					BLA-SO-0000045-37	
WHI-SO-0000046-38	Bra fehér papucs	Ez a papucs az egyszerű, de nagyszerű kategória, nagyon kényelmes és sokféle ruhához megy, viseld fehér táskával vagy kék, fukszia, narancssárga ruhával és kész is a nyári outfit. 	https://www.horandrashop.hu/bra-feher-papucs-857?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_105140.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_105305.webp	in_stock	5990 HUF		2990 HUF				No	Kollekciók > White Moonlight				Cipők	White Moonlight				New	No			Fehér					WHI-SO-0000046-38	
GRE-SO-0000047-38	Gara zöld papucs	Zöld lapos talpú papucs gyönyörű arany díszítéssel. Kényelmes, egész nap viselhető papucs, mely bármely szettet feldob. Imádjuk a színét!	https://www.horandrashop.hu/gara-zold-papucs-860?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110026.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110055.webp	in_stock	6990 HUF		4900 HUF				No	Kollekciók > Forest Kiss				Forest Kiss	Cipők				New	No			Zöld					GRE-SO-0000047-38	
BLABE-SO-0000048-38	Ferra fekete-bézs papucs	Gyönyörű ez a papucs, minden gardrób alapdarabja, és külön pozitívum, hogy fekete és bézs szettekhez is kitűnően megy. 	https://www.horandrashop.hu/ferra-fekete-bezs-papucs-863?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110610.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110627.webp	in_stock	7990 HUF	7300 HUF	5200 HUF				No	Kollekciók > Sandy Bloom				Cipők	Sandy Bloom	Midnight Touch			New	No			Bézs					BLABE-SO-0000048-38	
BLABE-SO-0000048-40	Ferra fekete-bézs papucs	Gyönyörű ez a papucs, minden gardrób alapdarabja, és külön pozitívum, hogy fekete és bézs szettekhez is kitűnően megy. 	https://www.horandrashop.hu/ferra-fekete-bezs-papucs-866?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110610.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250712_110627.webp	in_stock	7990 HUF	7300 HUF	5200 HUF				No	Kollekciók > Sandy Bloom				Cipők	Sandy Bloom	Midnight Touch			New	No			Bézs					BLABE-SO-0000048-38	
PINFUKSZ-PT-0000050-SM	Fiora fukszia nadrág	Nagyon csinos és kényelmes palazzo nadrág, mely élénk, vibráló színével kiemel a tömegből. Nagyon praktikus, hogy van 2 zsebe is. Szuper anyag. Rajtam a képen az SM van. 	https://www.horandrashop.hu/fiora-fukszia-nadrag-872?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111328.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111358.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111540.webp	in_stock	6990 HUF		2794 HUF				No	Ruházat > Nadrágok				Nadrágok	Sweet Rose				New	No			Rózsaszín			S/M		PINFUKSZ-PT-0000050-SM	
PINFUKSZ-PT-0000050-ML	Fiora fukszia nadrág	Nagyon csinos és kényelmes palazzo nadrág, mely élénk, vibráló színével kiemel a tömegből. Megkötővel szabályozható. 	https://www.horandrashop.hu/fiora-fukszia-nadrag-875?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111328.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111358.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111540.webp	in_stock	6990 HUF		2794 HUF				No	Ruházat > Nadrágok				Nadrágok	Sweet Rose				New	No			Rózsaszín			M/L		PINFUKSZ-PT-0000050-SM	
BLA-0000051-SM	Dora fekete felső	Gyönyörű csipkebetétes fekete felső, amely egyaránt jól mutat farmerrel egy lazább hétköznapra és csinos nadrággal vagy szoknyával is ünnepi alkalmakra is!	https://www.horandrashop.hu/dora-fekete-felso-878?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_110419.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_110438.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_110625.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_111414.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_111609.webp	in_stock	6990 HUF		3048 HUF				No	Ruházat > Felsők, kardigánok				Felsők, kardigánok	Midnight Touch				New	No			Fekete			S/M		BLA-0000051-SM	
RED-TP-0000052-SM	Dora piros felső	Szuper csinos piros csipkés felső. Kombináld farmerral vagy csinos nadrággal, szoknyával. Gyönyörű a díszítése és a nyakánál egy kis gomb teszi még különlegesebbé a megjelenést. 	https://www.horandrashop.hu/dora-piros-felso-881?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_123229.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_123005.webp	in_stock	6990 HUF		3048 HUF				No	Kollekciók > Red Velvet				Felsők, kardigánok	Red Velvet				New	No			Piros			S/M		RED-TP-0000052-SM	
TAR-DR-0000053-M	Barka ruha	Gyönyörű kis nyári ruha, nagyon kényelmes, lágy esésű anyagból, ráadásul magyar készítésű!	https://www.horandrashop.hu/barka-ruha-884?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_115943.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_115842.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_120032.webp	in_stock	11990 HUF		8636 HUF				No	Ruházat > Ruhák				Blue Moon	Ruhák	Sweet Rose			New	No			Tarka			M		TAR-DR-0000053-M	
TAR-DR-0000054-M	Bria ruha	Ez a minta és anyag, imádjuk. Amellett, hogy gyönyörű, még nagyon kényelmes is, sőt, magyar ruha!	https://www.horandrashop.hu/bria-ruha-887?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_120320.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_120342.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_120418.webp	in_stock	11990 HUF		8255 HUF				No	Ruházat > Ruhák				Blue Moon	Ruhák				New	No			Tarka			M		TAR-DR-0000054-M	
PUR-TP-0000055-SM	Luna lila felső	Gyönyörű szín, cuki fodrok és sikkes megjelenés, ez a Luna felső. 	https://www.horandrashop.hu/luna-lila-felso-890?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124052.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124111.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124157.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124226.webp	in_stock	5990 HUF		2667 HUF				No	Kollekciók > Purple Veil				Felsők, kardigánok	Purple Veil				New	No			Lila			S/M		PUR-TP-0000055-SM	
RED-DR-0000056-SM	Moira hosszú ruha	Gyönyörű szín, gyönyörű minta, ez a Moira ruha. Lágy esésű, nagyon kényelmes és extra csinos, akár esküvőre is nagyszerű választás. 	https://www.horandrashop.hu/moira-hosszu-ruha-893?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_110430.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_110410.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_110650.webp	in_stock	8990 HUF		2921 HUF				No	Kollekciók > Red Velvet				Ruhák	Red Velvet				New	No			Piros			S/M		RED-DR-0000056-SM	
LEO-TP-0000057-OSI	Lexa leopárd mintás felső	Nagyon csinos leopárdmintás felső. Viseld fekete nadrággal vagy szoknyával és leopárdmintás cipővel vagy papuccsal. Garantáltan lenyűgöző megjelenést ad! Ami szuper extra még benne, hogy belevarrt szivaccsal rendelkezik, így nem kell alá melltartót venned! Olasz felső.	https://www.horandrashop.hu/lexa-leoparmintas-felso-896?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124519.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124526.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124544.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124849.webp	in_stock	5990 HUF		2921 HUF				No	Ruházat > Felsők, kardigánok				Felsők, kardigánok	Urban Jungle				New	No			Leopárd			One size		LEO-TP-0000057-OSI	
BLA-TP-0000058-SM	Miona fekete body felső	Fekete hosszú ujjú body , az ujjain gyönyörű díszítéssel. Nagyon kényelmes, le se akartam venni és a body rész miatt nagyon jól illeszkedik, nem gyűrődik, szépen be lehet tűrni a nadrágba.	https://www.horandrashop.hu/miona-fekete-felso-899?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_130237.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_130340.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_130435.webp	in_stock	7990 HUF		3556 HUF				No	Ruházat > Felsők, kardigánok				Felsők, kardigánok	Midnight Touch				New	No			Fekete			S/M		BLA-TP-0000058-SM	
WHI-TP-0000059-SM	Raya fehér felső	Szuper elegáns felső gyönyörű madeira díszítéssel. Az alja gumis, így nagyszerűen illeszkedik. Hátul kötős. 	https://www.horandrashop.hu/raya-feher-felso-902?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111328.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111354.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_111520.webp	in_stock	6990 HUF		2413 HUF				No	Ruházat > Felsők, kardigánok				Felsők, kardigánok	White Moonlight				New	No			Fehér			S/M		WHI-TP-0000059-SM	
PUR-TP-0000060-SM	Raya lila felső	Gyönyörű színű madeira felső, mely maga a nyár.  Alul gumis, így nagyszerűen illeszkedik, de ha szeretnéd, be is tűrheted. 	https://www.horandrashop.hu/raya-lila-felso-905?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_122219.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_122149.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_122318.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_122536.webp	in_stock	6990 HUF		2413 HUF				No	Kollekciók > Purple Veil				Felsők, kardigánok	Purple Veil				New	No			Lila			S/M		PUR-TP-0000060-SM	
TAR-DR-0000061-OSI	Kria ruha	Igazi alapdarab ez a sötétkék-fehér kis ruha, mely nemcsak kényelmes, de extra csinos is! Szuper anyagú olasz ruha. S-L méretre ajánlom!	https://www.horandrashop.hu/kria-ruha-908?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112257.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112256.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112351.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112424.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112556.webp	in_stock	7990 HUF		3810 HUF				No	Ruházat > Ruhák				Blue Moon	Ruhák				New	No			Tarka			One size		TAR-DR-0000061-OSI	
BLU-DR-0000064-SM	Cara ruha	Szuper csinos sötétkék ruha tarka szoknyával. Kényelmes és extra sikkes. A szoknyarész anyagából készült öv is jár hozzá. Az ujján fodros díszítésű. A szoknyarész különlegessége, hogy két oldalt egy kicsit rövidebb, így nagyon csinos esése van. 	https://www.horandrashop.hu/cara-ruha-914?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_121015.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_121045.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_121107.webp	in_stock	7990 HUF		3429 HUF				No	Ruházat > Ruhák				Blue Moon	Ruhák				New	No			Kék			S/M		BLU-DR-0000064-SM	
RED-DR-0000063-OSI	Syra piros ruha	Kényelmes, csinos nyári ruha. Nagyon lenge anyagú olasz ruha. 	https://www.horandrashop.hu/syra-piros-ruha-917?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_113525.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_113512.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_113544.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_113719.webp	in_stock	7990 HUF		3810 HUF				No	Kollekciók > Red Velvet				Ruhák	Red Velvet				New	No			Piros			One size		RED-DR-0000063-OSI	
BLA-DR-0000063-OSI	Syra sötétkék ruha	Nagyon csini ruha az extra mintájának köszönhetően és szuper kényelmes is! Olasz ruha. Viselheted lazábban és övvel is. Egyméretes, S-L-es méretre ajánlom!	https://www.horandrashop.hu/syra-fekete-ruha-920?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112923.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_112918.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_113022.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_113129.webp	in_stock	7990 HUF		3810 HUF				No	Ruházat > Ruhák				Blue Moon	Ruhák				New	No			Kék			One size		BLA-DR-0000063-OSI	
BLA-DR-0000064-OSI	Mera fekete ruha	Alak kiemelő nagyon extra fekete-fehér ruha. Nyúlik az anyag, én S-M méretre ajánlom. Olasz ruha. 	https://www.horandrashop.hu/mera-fekete-ruha-923?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_115104.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_115054.webp	in_stock	7990 HUF		3048 HUF				No	Ruházat > Ruhák				Ruhák	Midnight Touch				New	No			Fekete			One size		BLA-DR-0000064-OSI	
BLU-OV-0000066-OSI	Jova kék overál	Ez az overál egy csoda. Gyönyörű szín és szabás jellemzi, ráadásul nagyon kényelmes is! Belevarrt szivaccsal rendelkezik így melltartó sem kell alá! A hozzá tartozó vele egy színű öv levehető, így más ruhához is tudjátok használni! S-L méretig ajánlom!	https://www.horandrashop.hu/jova-kek-overal-929?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_105014.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_105041.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_105233.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_105305.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_105714.webp	in_stock	10990 HUF		6223 HUF				No	Ruházat > Overálok, szettek				Blue Moon	Overálok, szettek				New	No			Kék			One size		BLU-OV-0000066-OSI	
BLA-PT-0000067-M	Joy fekete nadrág	Joy nadrágunkba az a szuper, hogy szinte mindenhez megy, mégis a szabás miatt nagyon extra hatást kelt. Oldalt cipzár segíti a fel-és levételt és a derékrészénél van egy 3 lyukas kis öv, és mi döntjük el, hogy melyik résbe fűzzük be. Én a képen az M-es méretet viselem. 	https://www.horandrashop.hu/joy-fekete-nadrag-932?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_123609.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_122219.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250717_124758.webp	in_stock	7990 HUF		3556 HUF				No	Ruházat > Nadrágok				Nadrágok	Midnight Touch				New	No			Fekete			M		BLA-PT-0000067-M	
